feature,Pn-delicatissima,Pn-galaxiae,Pn-hasleana,Pn-multiseries,Pn-subpacifica,MeanDecreaseAccuracy,MeanDecreaseGini,mean_decrease_important,multiseries_important,delicatissima_important,galaxiae_important,hasleana_important,subpacifica_important
X5169,8.666666666666666e-6,7.933333333333333e-5,-4.7333333333333336e-5,1.919047619047619e-5,1.1000000000000001e-5,1.889867201941505e-5,0.010178528120593574,not important,not important,not important,not important,not important,not important
X5171,1.6166666666666668e-4,-7e-5,-1.3333333333333333e-5,1.5666666666666666e-4,1.4666666666666668e-5,5.355878761761114e-5,0.0032225330432568283,not important,not important,not important,not important,not important,not important
X5173,8.100000000000002e-5,7.566666666666667e-5,-5.4000000000000005e-5,3.5e-5,3.899999999999999e-5,4.088196684636313e-5,0.005710273851114188,not important,not important,not important,not important,not important,not important
X5174,0,-6.666666666666665e-6,-1e-5,1e-5,0,-1.349206349206349e-6,6.897566877566879e-4,not important,not important,not important,not important,not important,not important
X5175,1.22e-4,2.233333333333333e-5,7.233333333333333e-5,2.2766666666666665e-4,-3.433333333333334e-5,7.57492278962867e-5,0.006926201365096055,not important,not important,not important,not important,not important,not important
X5176,6.666666666666667e-6,0,2.0666666666666663e-5,1.6666666666666664e-5,4e-6,1.3276323349852764e-5,9.202044622044623e-4,not important,not important,not important,not important,not important,not important
X5177,4.366666666666666e-5,1.3809523809523811e-5,-1.5e-5,0,0,5.478399051928461e-6,0.0017669104766922105,not important,not important,not important,not important,not important,not important
X5181,-1e-5,1.6666666666666652e-6,2.9333333333333333e-5,1.6666666666666664e-5,0,8.945015768545181e-6,0.0013926599609540788,not important,not important,not important,not important,not important,not important
X5182,3.566666666666666e-5,-2.6666666666666667e-5,5e-5,-3.333333333333335e-6,9.166666666666665e-5,4.208797574974046e-5,0.0031324126785495215,not important,not important,not important,not important,not important,not important
X5184,0,-3.5e-5,1.7333333333333332e-5,0,0,-3.891402714932127e-6,2.4650893550893555e-4,not important,not important,not important,not important,not important,not important
X5191,2.9999999999999994e-5,6.666666666666692e-7,1.0333333333333332e-5,2.666666666666666e-6,5e-6,1.1906510156510158e-5,0.0019520447038341774,not important,not important,not important,not important,not important,not important
X5192,0,-2.7333333333333328e-5,-3.3333333333333337e-6,6.666666666666667e-6,0,-4.099852761617467e-6,6.58880341880342e-4,not important,not important,not important,not important,not important,not important
X5193,0,0,0,0,0,0,0,not important,not important,not important,not important,not important,not important
X5194,4.833333333333334e-5,3.066666666666666e-5,2.7e-5,7.233333333333335e-5,2.1366666666666664e-4,8.274965660414576e-5,0.004704032834589889,not important,not important,not important,not important,not important,not important
X5199,3.046666666666667e-4,2.246666666666667e-4,-2.7523809523809525e-5,2.6033333333333334e-4,-8.5e-5,1.3504786957108938e-4,0.018495256646623288,not important,not important,not important,not important,not important,not important
X5200,6.333333333333333e-5,1.0333333333333328e-5,7.066666666666666e-5,1.65e-4,2.2733333333333335e-4,1.4323947784241904e-4,0.006181924090917543,not important,not important,not important,not important,not important,not important
X5202,1.5633333333333336e-4,0.002453999999999999,-2.580000000000002e-4,5.451904761904759e-4,5.313333333333332e-4,6.741632805618872e-4,0.05730930514845851,not important,not important,not important,important,not important,not important
X5204,3.3333333333333333e-6,-1.0066666666666668e-4,9.533333333333334e-5,1.0666666666666664e-5,1.6600000000000002e-4,4.78762506843002e-5,0.005339746867075017,not important,not important,not important,not important,not important,not important
X5205,0,2.0666666666666663e-5,2.6666666666666667e-5,4e-6,2.333333333333334e-6,1.5005494505494505e-5,9.393966197201493e-4,not important,not important,not important,not important,not important,not important
X5208,3.3133333333333333e-4,1.7933333333333335e-4,4.8333333333333334e-5,3.356666666666666e-4,3.480000000000001e-4,2.473522750898911e-4,0.009849622390026012,not important,not important,not important,not important,not important,not important
X5214,0,-8.333333333333332e-6,1e-5,0,0,-9.383753501400558e-7,2.0828815628815632e-4,not important,not important,not important,not important,not important,not important
X5215,1.4133333333333332e-4,-2.1333333333333335e-5,6.7e-5,9.100000000000002e-5,9.77e-4,2.2623832479869626e-4,0.011926350207994632,not important,not important,not important,not important,not important,not important
X5216,4.8033333333333337e-4,3.7033333333333325e-4,9.199999999999999e-5,0.0010819999999999998,3.426666666666666e-4,4.7531042710299663e-4,0.018339066731343504,not important,not important,not important,not important,not important,not important
X5219,4.9333333333333324e-5,1.6666666666666664e-5,6.166666666666667e-5,1.5800000000000002e-4,7.379999999999999e-4,1.8474707928810093e-4,0.009190564845178658,not important,not important,not important,not important,not important,not important
X5225,0,0,-6.6666666666666675e-6,0,0,9.615384615384615e-7,1.8243589743589746e-4,not important,not important,not important,not important,not important,not important
X5226,2.2666666666666668e-5,2.119047619047619e-5,1.1666666666666668e-5,1.6666666666666664e-5,-3.3333333333333333e-6,1.628734827264239e-5,0.0024774047667159124,not important,not important,not important,not important,not important,not important
X5227,0,1e-5,0,0,0,1.25e-6,3.658501824972413e-4,not important,not important,not important,not important,not important,not important
X5229,0,-2.5e-5,2.1666666666666664e-5,3.3333333333333337e-6,8.333333333333332e-6,4.277364792070674e-6,7.345858585858588e-4,not important,not important,not important,not important,not important,not important
X5231,-1.6666666666666664e-5,-4.333333333333333e-5,4.566666666666667e-5,4e-6,0,-1.25e-6,7.025447330447332e-4,not important,not important,not important,not important,not important,not important
X5232,9.233333333333335e-5,2.0666666666666663e-5,4.399999999999999e-5,-7.000000000000001e-6,3.703333333333333e-4,9.808791982011795e-5,0.004973448582663151,not important,not important,not important,not important,not important,not important
X5235,1e-5,3.3333333333333325e-6,2e-5,6.666666666666667e-6,4e-6,1.065079365079365e-5,7.681953601953604e-4,not important,not important,not important,not important,not important,not important
X5239,0,2.2333333333333335e-5,-4.333333333333333e-5,4e-6,0,-6.132119514472458e-7,0.0016942348703237586,not important,not important,not important,not important,not important,not important
X5240,-8e-6,6.666666666666667e-6,-1e-5,0,4e-6,7.789987789987787e-7,5.48974358974359e-4,not important,not important,not important,not important,not important,not important
X5241,5e-6,0,0,-2.1666666666666664e-5,5e-6,-1.0389610389610388e-6,5.636737885770143e-4,not important,not important,not important,not important,not important,not important
X5244,0,0,-2e-5,6.666666666666667e-6,0,-1.4285714285714284e-6,2.0758585858585856e-4,not important,not important,not important,not important,not important,not important
X5246,1.6666666666666664e-5,0,6.666666666666667e-6,3.5e-5,0,9.616447278211985e-6,3.605423648247178e-4,not important,not important,not important,not important,not important,not important
X5249,3.6666666666666683e-6,2.4e-5,9.5e-5,7.966666666666667e-5,1.2000000000000002e-5,3.6418318609495086e-5,0.002965872166854495,not important,not important,not important,not important,not important,not important
X5254,5e-6,0,1.3333333333333333e-5,5.666666666666667e-6,6.666666666666667e-6,8.602750190985484e-6,7.584153069153069e-4,not important,not important,not important,not important,not important,not important
X5255,0,0,1.5e-5,1e-5,0,5.671679197994987e-6,3.35280536457007e-4,not important,not important,not important,not important,not important,not important
X5257,4e-6,-4.999999999999999e-6,2.666666666666666e-6,4e-6,0,9.437229437229435e-7,3.813091418385536e-4,not important,not important,not important,not important,not important,not important
X5259,4e-6,-2e-5,3e-5,2.2999999999999997e-5,2.857142857142857e-6,1.4609189829778065e-5,9.478827773533655e-4,not important,not important,not important,not important,not important,not important
X5264,2.9e-5,-5.866666666666667e-5,1.0333333333333332e-4,7.066666666666666e-5,9e-5,5.067887341416754e-5,0.003266789764021757,not important,not important,not important,not important,not important,not important
X5271,1.2000000000000002e-5,2.5666666666666683e-5,-1.456666666666667e-4,0,0,-1.439018257284511e-5,0.003627995915436473,not important,not important,not important,not important,not important,not important
X5273,0,-7.933333333333333e-5,7.233333333333333e-5,1e-5,2.333333333333333e-5,4.389376533339373e-7,0.0023684283135165483,not important,not important,not important,not important,not important,not important
X5274,-2.666666666666666e-6,-1.8333333333333336e-5,2.333333333333333e-5,-1.7333333333333332e-5,-8e-6,-3.942343604108311e-6,0.001144753246753247,not important,not important,not important,not important,not important,not important
X5278,2.1299999999999997e-4,-1.173333333333333e-4,1.9000000000000004e-4,1.1666666666666665e-5,3.333333333333333e-5,7.804442573250624e-5,0.009564570226751303,not important,not important,not important,not important,not important,not important
X5280,6.469999999999999e-4,-9.999999999999994e-6,9.199999999999999e-5,5.9000000000000004e-5,1.853333333333333e-4,1.8764653973477505e-4,0.015569787820328914,not important,not important,not important,not important,not important,not important
X5281,1e-5,1.1666666666666665e-5,1.1833333333333334e-4,-1.4666666666666668e-5,3.3333333333333333e-6,3.001545676545676e-5,0.0031367401960303546,not important,not important,not important,not important,not important,not important
X5282,9.999999999999997e-7,-2.5333333333333334e-5,2.1000000000000002e-5,1.5e-5,5e-6,1.1033113944878653e-5,0.0017185001164630182,not important,not important,not important,not important,not important,not important
X5285,1.8333333333333336e-5,-3.8333333333333334e-5,1.8366666666666667e-4,1.606666666666667e-4,1.1433333333333334e-4,9.916023845435613e-5,0.006808775830991326,not important,not important,not important,not important,not important,not important
X5286,2.8e-5,3.399999999999999e-5,2.9e-5,2.0666666666666663e-5,6.333333333333333e-5,3.7878998452527856e-5,0.0018601429684866218,not important,not important,not important,not important,not important,not important
X5287,1.3333333333333333e-5,1.1066666666666667e-4,3.399999999999999e-5,-1.2666666666666667e-5,5.714285714285714e-6,3.123522555875497e-5,0.0023846981591679733,not important,not important,not important,not important,not important,not important
X5288,0,-6.833333333333335e-5,1.5666666666666663e-5,0,0,-4.1579193080741075e-6,0.001523733958851606,not important,not important,not important,not important,not important,not important
X5289,6.666666666666667e-6,-3.666666666666666e-5,1.7e-5,2e-5,0,1.4362745098039212e-6,9.975331890331894e-4,not important,not important,not important,not important,not important,not important
X5298,2.4999999999999995e-4,3.933333333333333e-5,3.22e-4,1.02e-4,1.0466666666666664e-4,1.4540769481636356e-4,0.00970878455860325,not important,not important,not important,not important,not important,not important
X5302,-5e-6,-1.8999999999999998e-5,1.9666666666666662e-5,0,3.0000000000000005e-6,-4.051587301587302e-6,0.001169276171197224,not important,not important,not important,not important,not important,not important
X5305,1.5333333333333338e-5,8.533333333333334e-5,1.8833333333333332e-4,1.2633333333333333e-4,4.326666666666668e-4,1.641462070780956e-4,0.008665939671483306,not important,not important,not important,not important,not important,not important
X5307,5e-6,-1.5e-5,3.3333333333333325e-6,8e-6,3.866666666666667e-5,1.1487861811391223e-5,0.0013018350684403316,not important,not important,not important,not important,not important,not important
X5308,4.556666666666666e-4,3.593333333333333e-4,4.0766666666666653e-4,0.0014663333333333327,-2.6e-4,4.2535527114784044e-4,0.022915033821078915,not important,not important,not important,not important,not important,not important
X5309,3.066666666666666e-4,6.666666666666665e-4,-2.0666666666666668e-4,0.00070200000000000015,5.014285714285714e-4,4.1012416565202914e-4,0.021124718479673725,not important,not important,not important,not important,not important,not important
